20160101	2
20160102	2
20160103	2
20160109	1
20160110	1
20160116	1
20160117	1
20160123	1
20160124	1
20160130	1
20160131	1
20160207	2
20160208	2
20160209	2
20160210	2
20160211	2
20160212	2
20160213	2
20160220	1
20160221	1
20160227	1
20160228	1
20160305	1
20160306	1
20160312	1
20160313	1
20160319	1
20160320	1
20160326	1
20160327	1
20160402	2
20160403	2
20160404	2
20160409	1
20160410	1
20160416	1
20160417	1
20160423	1
20160424	1
20160430	2
20160501	2
20160502	2
20160507	1
20160508	1
20160514	1
20160515	1
20160521	1
20160522	1
20160528	1
20160529	1
20160604	1
20160605	1
20160609	2
20160610	2
20160611	2
20160618	1
20160619	1
20160625	1
20160626	1
20160702	1
20160703	1
20160709	1
20160710	1
20160716	1
20160717	1
20160723	1
20160724	1
20160730	1
20160731	1
20160806	1
20160807	1
20160813	1
20160814	1
20160820	1
20160821	1
20160827	1
20160828	1
20160903	1
20160904	1
20160910	1
20160911	1
20160915	2
20160916	2
20160917	2
20160924	1
20160925	1
20161001	2
20161002	2
20161003	2
20161004	2
20161005	2
20161006	2
20161007	2
20161015	1
20161016	1
20161022	1
20161023	1
20161029	1
20161030	1
20161105	1
20161106	1
20161112	1
20161113	1
20161119	1
20161120	1
20161126	1
20161127	1
20161203	1
20161204	1
20161210	1
20161211	1
20161217	1
20161218	1
20161224	1
20161225	1
20161231	1
